Date,IVV,RSP,SH,SPLG,SPY,SPYG,VOO,VOOG,VOOV
2015-01-02,175.1083221435547,68.34097290039062,39.72783279418945,20.437231063842773,174.2653350830078,21.464698791503906,159.1937713623047,89.59149169921875,73.12689208984375
2015-01-05,172.03353881835938,66.98319244384766,40.38359451293945,20.035459518432617,171.1181640625,21.135812759399414,156.3968963623047,88.28295135498047,71.70039367675781
2015-01-06,170.48338317871094,66.25735473632812,40.820770263671875,19.794403076171875,169.50636291503906,20.971372604370117,154.85902404785156,87.50318908691406,70.96275329589844
2015-01-07,172.59262084960938,67.05152130126953,40.27430725097656,20.120044708251953,171.61865234375,21.224708557128906,156.7939910888672,88.6414566040039,71.5787582397461
2015-01-08,175.6758270263672,68.22996520996094,39.582115173339844,20.48798179626465,174.66400146484375,21.620267868041992,159.54867553710938,90.31749725341797,72.82698059082031
2015-01-09,174.19354248046875,67.6749267578125,39.89178466796875,20.32938003540039,173.2643280029297,21.455820083618164,158.2051544189453,89.72595977783203,72.27583312988281
2015-01-12,172.8720703125,67.00030517578125,40.20143508911133,20.128503799438477,171.90708923339844,21.298038482666016,157.03057861328125,88.94618225097656,71.5787582397461
2015-01-13,172.4231414794922,66.8294906616211,40.347171783447266,20.056604385375977,171.4235382080078,21.27582359313965,156.61659240722656,88.86553192138672,71.21402740478516
2015-01-14,171.3813018798828,66.4793930053711,40.52931594848633,19.961448669433594,170.3885955810547,21.18248748779297,155.69552612304688,88.50701904296875,70.76013946533203
2015-01-15,169.7719268798828,65.86453247070312,40.94826889038086,19.864187240600586,168.8277587890625,20.960256576538086,154.24217224121094,87.76310729980469,70.19274139404297
2015-01-16,171.94883728027344,66.76974487304688,40.40181350708008,19.9931697845459,171.0418243408203,21.25359535217285,156.1518096923828,88.63249206542969,71.1816177368164
2015-01-20,172.37237548828125,66.80388641357422,40.29251480102539,20.126386642456055,171.40658569335938,21.306934356689453,156.54052734375,88.9820556640625,71.1086654663086
2015-01-21,173.21937561035156,67.26502227783203,40.09214782714844,20.19828224182129,172.27186584472656,21.411376953125,157.36016845703125,89.45706176757812,71.4977035522461
2015-01-22,175.76051330566406,68.20436096191406,39.509254455566406,20.437231063842773,174.83370971679688,21.73360252380371,159.76834106445312,90.79251098632812,72.5433349609375
2015-01-23,174.8202667236328,67.83715057373047,39.74605178833008,20.422428131103516,173.87510681152344,21.68026351928711,158.88955688476562,90.6580810546875,71.87055969238281
2015-01-26,175.28619384765625,68.1701889038086,39.60032653808594,20.46259880065918,174.2823028564453,21.755826950073242,159.20217895507812,90.702880859375,72.01647186279297
2015-01-27,172.93136596679688,67.62366485595703,40.16501235961914,20.29766845703125,171.98345947265625,21.371370315551758,157.11509704589844,89.33158874511719,71.43287658691406
2015-01-28,170.6951904296875,66.59039306640625,40.69325256347656,20.16445541381836,169.77784729003906,21.151378631591797,155.0449676513672,88.57872772216797,70.2738037109375
2015-01-29,172.3300323486328,67.20524597167969,40.29251480102539,20.052377700805664,171.34722900390625,21.393592834472656,156.5489959716797,89.367431640625,70.77633666992188
2015-01-30,170.1446533203125,66.35983276367188,40.7661247253418,19.900129318237305,169.19253540039062,21.10915184020996,154.62242126464844,88.22917175292969,69.86042785644531
2015-02-02,172.21141052246094,67.07715606689453,40.31072998046875,19.925506591796875,171.287841796875,21.311372756958008,156.3968963623047,88.93724060058594,70.95462799072266
2015-02-03,174.65933227539062,68.45198822021484,39.709625244140625,20.413970947265625,173.7648162841797,21.520265579223633,158.67831420898438,89.98587799072266,72.28395080566406
2015-02-04,174.041015625,68.06774139404297,39.873558044433594,20.386478424072266,173.10317993164062,21.462488174438477,158.1374969482422,89.7886734008789,71.8381118774414
2015-02-05,175.8621368408203,68.87042236328125,39.41816711425781,20.52391815185547,174.85067749023438,21.711381912231445,159.74293518066406,90.6580810546875,72.47848510742188
2015-02-06,175.29461669921875,68.58007049560547,39.54568099975586,20.502784729003906,174.3671417236328,21.546932220458984,159.295166015625,90.03067016601562,72.60005187988281
2015-02-09,174.540771484375,68.34097290039062,39.74605178833008,20.426660537719727,173.58668518066406,21.451374053955078,158.56846618652344,89.66322326660156,72.25151824951172
2015-02-10,176.42967224121094,69.00704193115234,39.29066848754883,20.52391815185547,175.4359893798828,21.7269344329834,160.25843811035156,90.8552474975586,73.02153015136719
2015-02-11,176.51437377929688,68.93875122070312,39.29066848754883,20.619077682495117,175.5377960205078,21.798038482666016,160.36827087402344,90.98969268798828,72.83511352539062
2015-02-12,178.15757751464844,69.67313385009766,38.92636489868164,20.80516242980957,177.22586059570312,22.00027084350586,161.85545349121094,91.95767974853516,73.55648040771484
2015-02-13,178.96226501464844,69.9464111328125,38.74421310424805,20.88339614868164,177.9553985595703,22.111387252807617,162.56520080566406,92.42373657226562,73.82394409179688
2015-02-17,179.28419494628906,70.125732421875,38.68956756591797,20.946834564208984,178.23536682128906,22.13805389404297,162.8272247314453,92.53128814697266,73.86449432373047
2015-02-18,179.2503204345703,70.19400787353516,38.68956756591797,20.94049072265625,178.2523956298828,22.21138572692871,162.86090087890625,92.71054077148438,73.76721954345703
2015-02-19,179.10630798339844,70.15988159179688,38.68956756591797,20.96587371826172,178.12509155273438,22.198049545288086,162.75106811523438,92.88981628417969,73.55648040771484
2015-02-20,180.1990203857422,70.54413604736328,38.48919677734375,21.077939987182617,179.1939239501953,22.36471939086914,163.73971557617188,93.49029541015625,73.92122650146484
2015-02-23,180.13966369628906,70.458740234375,38.47098159790039,21.016613006591797,179.1685028076172,22.41805648803711,163.6974639892578,93.62472534179688,73.59700775146484
2015-02-24,180.6818084716797,70.58684539794922,38.34347152709961,21.128692626953125,179.67747497558594,22.42249870300293,164.1791534423828,93.70542907714844,74.19681549072266
2015-02-25,180.54627990722656,70.57829284667969,38.41633224487305,21.103313446044922,179.52474975585938,22.41138458251953,164.0016632080078,93.68745422363281,74.02660369873047
2015-02-26,180.34298706054688,70.28799438476562,38.452754974365234,21.096973419189453,179.3126983642578,22.449161529541016,163.8157501220703,93.777099609375,73.80775451660156
2015-02-27,179.75006103515625,70.15988159179688,38.58027267456055,21.05045509338379,178.70196533203125,22.36917495727539,163.2496337890625,93.40066528320312,73.62943267822266
2015-03-02,180.8935546875,70.5014419555664,38.307037353515625,21.086397171020508,179.83016967773438,22.54917335510254,164.3228302001953,94.24314880371094,73.8482894897461
2015-03-03,180.0803680419922,70.2367172241211,38.47098159790039,20.957412719726562,179.0921173095703,22.42694664001465,163.6214141845703,93.66059112548828,73.67809295654297
2015-03-04,179.32652282714844,69.90367889404297,38.65312957763672,20.95529556274414,178.33714294433594,22.338050842285156,162.93702697753906,93.40963745117188,73.30522155761719
2015-03-05,179.5128631591797,70.03176879882812,38.61669921875,21.031415939331055,178.53224182128906,22.38694190979004,163.11441040039062,93.53511047363281,73.3862533569336
2015-03-06,177.0141143798828,68.98143768310547,39.126731872558594,20.716350555419922,176.0213165283203,22.05582618713379,160.8076934814453,92.02041625976562,72.3893051147461
2015-03-09,177.7510223388672,69.15221405029297,38.99921798706055,20.78824234008789,176.7508544921875,22.155826568603516,161.4921112060547,92.63883209228516,72.7054214477539
2015-03-10,174.84568786621094,68.10189056396484,39.61854934692383,20.517581939697266,173.88356018066406,21.800273895263672,158.83888244628906,91.03450775146484,71.5382308959961
2015-03-11,174.4729766845703,68.10189056396484,39.709625244140625,20.49009132385254,173.47640991210938,21.7158203125,158.4670867919922,90.81041717529297,71.44908142089844
2015-03-12,176.64988708496094,68.97289276123047,39.19959259033203,20.70154571533203,175.68197631835938,21.95804786682129,160.511962890625,91.85011291503906,72.42171478271484
2015-03-13,175.56570434570312,68.49468231201172,39.39995574951172,20.54507064819336,174.6046905517578,21.855823516845703,159.53173828125,91.38406372070312,72.00836181640625
2015-03-16,177.9967041015625,69.43404388427734,38.88993835449219,20.798816680908203,176.9374542236328,22.146942138671875,161.71176147460938,92.55817413330078,72.78648376464844
2015-03-17,177.3953094482422,69.17784881591797,38.99921798706055,20.832643508911133,176.41152954101562,22.12694549560547,161.1625213623047,92.3789291381836,72.57575988769531
2015-03-18,179.4874725341797,70.15988159179688,38.56205368041992,21.12446403503418,178.53224182128906,22.34027862548828,163.08065795898438,93.38273620605469,73.3862533569336
2015-03-19,178.71664428710938,69.74999237060547,38.74421310424805,20.970094680786133,177.71786499023438,22.371389389038086,162.32864379882812,93.40066528320312,72.83511352539062
2015-03-20,180.29214477539062,70.43244934082031,38.39811706542969,21.139537811279297,179.2865753173828,22.556211471557617,163.79884338378906,94.17149353027344,73.53217315673828
2015-03-23,179.9956817626953,70.38958740234375,38.452754974365234,21.139537811279297,178.93722534179688,22.475950241088867,163.50503540039062,94.03108215332031,73.51016998291016
2015-03-24,178.86912536621094,69.96946716308594,38.70777893066406,21.01638412475586,177.93177795410156,22.397918701171875,162.55381774902344,93.50020599365234,72.9399642944336
2015-03-25,176.33462524414062,69.03494262695312,39.236026763916016,20.77433204650879,175.3244171142578,21.94978141784668,160.18431091308594,91.66458129882812,72.22309875488281
2015-03-26,175.90054321289062,68.85489654541016,39.30888366699219,20.627824783325195,174.90687561035156,21.905189514160156,159.78514099121094,91.54759216308594,72.02757263183594
2015-03-27,176.25802612304688,69.15495300292969,39.236026763916016,20.627824783325195,175.30738830566406,21.985462188720703,160.11634826660156,91.80854034423828,72.05204772949219
